text_id,id,token_in_Indonesian,token_in_English,entity,argument
BAN-00015,BAN-00015.015,jalan,road,O,O
BAN-00015,BAN-00015.016,untuk,For,O,O
BAN-00015,BAN-00015.017,lembu,ox,O,O
BAN-00016,BAN-00016.001,banjir,flood,B-EVE,FLOOD-EVENT
BAN-00016,BAN-00016.002,lahar,lava,I-EVE,FLOOD-EVENT
BAN-00016,BAN-00016.003,hujan,Rain,O,O
BAN-00016,BAN-00016.004,membawa,bring,B-ARG,INFORMATION-ARG
BAN-00016,BAN-00016.005,material,material,I-ARG,INFORMATION-ARG
BAN-00016,BAN-00016.006,piroklastik,pyroclastic,I-ARG,INFORMATION-ARG
BAN-00016,BAN-00016.007,dari,from,I-ARG,INFORMATION-ARG
BAN-00016,BAN-00016.008,erupsi,eruption,I-ARG,INFORMATION-ARG
BAN-00016,BAN-00016.009,gunung,mountain,I-ARG,INFORMATION-ARG
BAN-00016,BAN-00016.010,agung,great,I-ARG,INFORMATION-ARG
BAN-00016,BAN-00016.011,terpantau,monitored,O,O
BAN-00016,BAN-00016.012,di,in,O,O
BAN-00016,BAN-00016.013,sungai,river,O,O
BAN-00016,BAN-00016.014,di,in,O,O
BAN-00016,BAN-00016.015,desa,village,B-LOC,PLACE-ARG
BAN-00016,BAN-00016.016,dukuh,hamlet,I-LOC,PLACE-ARG
BAN-00016,BAN-00016.017,kubu,stronghold,I-LOC,PLACE-ARG
BAN-00016,BAN-00016.018,kabupaten,regency,B-PLOC,PLACE-ARG
BAN-00016,BAN-00016.019,karangasem,Karangasem,I-PLOC,PLACE-ARG
BAN-00016,BAN-00016.020,siang,Afternoon,O,O
BAN-00016,BAN-00016.021,ini,This,O,O
BAN-00016,BAN-00016.022,jangan,Don't,O,O
BAN-00016,BAN-00016.023,melakukan,do,O,O
BAN-00016,BAN-00016.024,aktivitas,activity,O,O
BAN-00016,BAN-00016.025,di,in,O,O
BAN-00016,BAN-00016.026,sungai,river,O,O
BAN-00016,BAN-00016.027,tunggu,Wait,O,O
BAN-00016,BAN-00016.028,sampai,until,O,O
BAN-00016,BAN-00016.029,reda,subsided,O,O
BAN-00016,BAN-00016.030,setelah,after,O,O
BAN-00016,BAN-00016.031,itu,That,O,O
BAN-00016,BAN-00016.032,silakan,please,O,O
BAN-00016,BAN-00016.033,ambil,take,O,O
BAN-00016,BAN-00016.034,pasirnya,the sand,O,O
BAN-00016,BAN-00016.035,ini,This,O,O
BAN-00016,BAN-00016.036,adalah,is,O,O
BAN-00016,BAN-00016.037,berkah,blessing,O,O
BAN-00016,BAN-00016.038,dari,from,O,O
BAN-00016,BAN-00016.039,gunung,mountain,O,O
BAN-00016,BAN-00016.040,agung,great,O,O
BAN-00017,BAN-00017.001,saya,I,O,O
BAN-00017,BAN-00017.002,di,in,O,O
BAN-00017,BAN-00017.003,pusat,center,O,O
BAN-00017,BAN-00017.004,pemindahan,transfer,O,O
BAN-00017,BAN-00017.005,banjir,flood,B-EVE,FALSE-EVENT
BAN-00017,BAN-00017.006,di,in,O,O
BAN-00017,BAN-00017.007,suka,Like,O,O
BAN-00017,BAN-00017.008,temai,theme,O,O
BAN-00017,BAN-00017.009,tadi,earlier,O,O
BAN-00017,BAN-00017.010,alhamdulillah,thank God,O,O
BAN-00017,BAN-00017.011,saya,I,O,O
BAN-00017,BAN-00017.012,lihat,Look,O,O
BAN-00017,BAN-00017.013,ramai,crowded,O,O
BAN-00017,BAN-00017.014,dalam,in,O,O
BAN-00017,BAN-00017.015,kalangan,circles,O,O
BAN-00017,BAN-00017.016,mangsa,prey,O,O
BAN-00017,BAN-00017.017,meskipun,although,O,O
BAN-00017,BAN-00017.018,ditimpa,overwritten,O,O
BAN-00017,BAN-00017.019,musibah,disaster,O,O
BAN-00017,BAN-00017.020,tetap,still,O,O
BAN-00017,BAN-00017.021,bersikap,behave,O,O
BAN-00017,BAN-00017.022,positif,positive,O,O
BAN-00017,BAN-00017.023,dan,And,O,O
BAN-00017,BAN-00017.024,tabah,steadfast,O,O
BAN-00017,BAN-00017.025,hadapi,face it,O,O
BAN-00017,BAN-00017.026,dugaan,conjecture,O,O
BAN-00017,BAN-00017.027,ini,This,O,O
BAN-00017,BAN-00017.028,kerajaan,kingdom,O,O
BAN-00017,BAN-00017.029,akan,will,O,O
BAN-00017,BAN-00017.030,terus,Keep going,O,O
BAN-00017,BAN-00017.031,bantu,help,O,O
BAN-00018,BAN-00018.001,pekan,week,O,O
BAN-00018,BAN-00018.002,:,:,O,O
BAN-00018,BAN-00018.003,perdana,prime,B-ORG,OFFICER-ARG
BAN-00018,BAN-00018.004,menteri,minister,I-ORG,OFFICER-ARG
BAN-00018,BAN-00018.005,datuk,progenitor,O,O
BAN-00018,BAN-00018.006,seri,series,O,O
BAN-00018,BAN-00018.007,najib,najib,O,O
BAN-00018,BAN-00018.008,razak,razak,O,O
BAN-00018,BAN-00018.009,melawat,visit,O,O
BAN-00018,BAN-00018.010,mangsa,prey,O,O
BAN-00018,BAN-00018.011,banjir,flood,B-EVE,FALSE-EVENT
BAN-00018,BAN-00018.012,di,in,O,O
BAN-00018,BAN-00018.013,pusat,center,O,O
BAN-00018,BAN-00018.014,pemindahan,transfer,O,O
BAN-00018,BAN-00018.015,sekolah,school,O,O
BAN-00018,BAN-00018.016,kebangsaan,nationality,O,O
BAN-00018,BAN-00018.017,(,(,O,O
BAN-00018,BAN-00018.018,sk,sk,O,O
BAN-00018,BAN-00018.019,),),O,O
BAN-00019,BAN-00019.001,tengah,middle,O,O
BAN-00019,BAN-00019.002,hari,day,O,O
BAN-00019,BAN-00019.003,ini,This,O,O
BAN-00019,BAN-00019.004,melawat,visit,O,O
BAN-00019,BAN-00019.005,mangsa,prey,O,O
BAN-00019,BAN-00019.006,banjir,flood,B-EVE,FALSE-EVENT
BAN-00019,BAN-00019.007,yang,Which,O,O
BAN-00019,BAN-00019.008,ditempatkan,placed,O,O
BAN-00019,BAN-00019.009,di,in,O,O
BAN-00019,BAN-00019.010,dewan,board,O,O
BAN-00019,BAN-00019.011,kg,kg,O,O
BAN-00019,BAN-00019.012,seri,series,O,O
BAN-00019,BAN-00019.013,damai,peace,O,O
BAN-00019,BAN-00019.014,bantuan,help,O,O
BAN-00019,BAN-00019.015,akan,will,O,O
BAN-00019,BAN-00019.016,terus,Keep going,O,O
BAN-00019,BAN-00019.017,kerajaan,kingdom,O,O
BAN-00019,BAN-00019.018,berikan,give,O,O
BAN-00019,BAN-00019.019,bukan,No,O,O
BAN-00019,BAN-00019.020,sahaja,just,O,O
BAN-00019,BAN-00019.021,untuk,For,O,O
BAN-00019,BAN-00019.022,keadaan,circumstances,O,O
BAN-00019,BAN-00019.023,semasa,during,O,O
BAN-00019,BAN-00019.024,banjir,flood,B-EVE,FALSE-EVENT
BAN-00019,BAN-00019.025,tetapi,but,O,O
BAN-00019,BAN-00019.026,juga,Also,O,O
BAN-00019,BAN-00019.027,untuk,For,O,O
BAN-00019,BAN-00019.028,pasca,post,O,O
BAN-00019,BAN-00019.029,banjir,flood,B-EVE,FALSE-EVENT
BAN-00019,BAN-00019.030,kelak,later,O,O
BAN-00020,BAN-00020.001,8,8,B-ARG,TIME-ARG
BAN-00020,BAN-00020.002,januari,January,I-ARG,TIME-ARG
BAN-00020,BAN-00020.003,2018,2018,I-ARG,TIME-ARG
BAN-00020,BAN-00020.004,banjir,flood,B-EVE,FALSE-EVENT
BAN-00020,BAN-00020.005,di,in,O,O
BAN-00020,BAN-00020.006,kg,kg,O,O
BAN-00020,BAN-00020.007,chegar,chegar,O,O
BAN-00020,BAN-00020.008,perah,milk,O,O
BAN-00020,BAN-00020.009,kuala,kuala,B-LOC,PLACE-ARG
BAN-00020,BAN-00020.010,lipis,lipis,I-LOC,PLACE-ARG
BAN-00021,BAN-00021.001,bencana,disaster,O,O
BAN-00021,BAN-00021.002,banjir,flood,B-EVE,FLOOD-EVENT
BAN-00021,BAN-00021.003,di,in,O,O
BAN-00021,BAN-00021.004,dusun,hamlet,B-LOC,PLACE-ARG
BAN-00021,BAN-00021.005,krajan,Krajan,I-LOC,PLACE-ARG
BAN-00021,BAN-00021.006,desa,village,B-PLOC,PLACE-ARG
BAN-00021,BAN-00021.007,winong,winong,I-PLOC,PLACE-ARG
BAN-00021,BAN-00021.008,kecamatan,subdistrict,B-PLOC,PLACE-ARG
BAN-00021,BAN-00021.009,tugu,monument,I-PLOC,PLACE-ARG
BAN-00022,BAN-00022.001,dampak,impact,O,O
BAN-00022,BAN-00022.002,fenomena,phenomenon,B-ARG,REASON-ARG
BAN-00022,BAN-00022.003,supermoon,supermoon,I-ARG,REASON-ARG
BAN-00022,BAN-00022.004,adalah,is,O,O
BAN-00022,BAN-00022.005,adanya,exists,O,O
BAN-00022,BAN-00022.006,peningkatan,improvement,B-ARG,REASON-ARG
BAN-00022,BAN-00022.007,pasang,install,I-ARG,REASON-ARG
BAN-00022,BAN-00022.008,air,water,I-ARG,REASON-ARG
BAN-00022,BAN-00022.009,laut,sea,I-ARG,REASON-ARG
BAN-00022,BAN-00022.010,maksimum,maximum,I-ARG,REASON-ARG
BAN-00022,BAN-00022.011,yang,Which,O,O
BAN-00022,BAN-00022.012,dapat,can,O,O
BAN-00022,BAN-00022.013,mengakibatkan,result,O,O
BAN-00022,BAN-00022.014,terjadinya,happen,O,O
BAN-00022,BAN-00022.015,banjir,flood,B-EVE,FALSE-EVENT
BAN-00022,BAN-00022.016,rob,Rob,I-EVE,FALSE-EVENT
BAN-00022,BAN-00022.017,(,(,O,O
BAN-00022,BAN-00022.018,genangan,puddle,O,O
BAN-00022,BAN-00022.019,air,water,O,O
BAN-00022,BAN-00022.020,laut,sea,O,O
BAN-00022,BAN-00022.021,di,in,O,O
BAN-00022,BAN-00022.022,daratan,mainland,O,O
BAN-00022,BAN-00022.023,),),O,O
BAN-00022,BAN-00022.024,maka,so,O,O
