created_at,id_str,full_text_in_Indonesian,full_text_in_English
2018-01-01 22:56:06+00:00,947964680357732352,"[UPDATE]KECELAKAAN MAUT ODONG-ODONG DAN ISUZU ELF,ANAK-ANAK MENANGIS HISTERIS: https://t.co/RLU88926JJ via @YouTube","[UPDATE]DEATH ACCIDENT OF ODONG-ODONG AND ISUZU ELF, CHILDREN CRYING HYSTERICALLY: https://t.co/RLU88926JJ via @YouTube"
2018-01-01 22:59:32+00:00,947965544090628096,Untuk adinda Rudy Indra Kesuma yang hanyar kecelakaan motor dan adinda Tedy Indrajaya. Ini video Aden... https://t.co/gsvD9YvF4x,For younger brother Rudy Indra Kesuma who just had a motorbike accident and younger brother Tedy Indrajaya. This is Aden's video... https://t.co/gsvD9YvF4x
2018-01-01 23:01:35+00:00,947966058203291648,0701hrs- Amalan mengekori terlalu rapat kenderaan di hadapan boleh mengundang kecelakaan. Sila awasi jarak selamat kenderaan anda.#kltu,0701hrs- The practice of following the vehicle in front too closely can lead to accidents. Please monitor your vehicle's safe distance. #kltu
2018-01-01 23:02:38+00:00,947966323216093184,"Kecelakaan Lalin Tinggi, 63 Orang Meninggal di Jalanan Kota Solo https://t.co/skTFPUCRvh","High Traffic Accidents, 63 People Died on Solo City Streets https://t.co/skTFPUCRvh"
2018-01-01 23:04:17+00:00,947966738527694848,Sukses bukan kebetulan. Gagal bukan kecelakaan. Semua ada polanya.,Success is not a coincidence. Failure is not an accident. Everything has a pattern.
2018-01-01 23:04:37+00:00,947966822694887424,"Korban penipuan mah ga sakit, korban kecelakaan juga biasa, tpi kalo jdi korban perasaan kmu itu rasanya sakit bgt :’(","Victims of fraud don't hurt, victims of accidents are also normal, but if you are a victim, your feelings feel really painful :'("
2018-01-01 23:05:18+00:00,947966996355809280,"BREAKING NEWS Terjadi Kecelakaan Tabrakan antara Truk dan Angkot di jembatan Ciherang, tepatnya di Desa... https://t.co/e9e8Q5AZ70","BREAKING NEWS There was a collision accident between a truck and public transportation on the Ciherang bridge, precisely in the village... https://t.co/e9e8Q5AZ70"
2018-01-01 23:05:40+00:00,947967088123035648,Imbas kecelakaan di jembatan Ciherang sebelum pom bensin kang.. truk kontener menutupi hampir sebagian Badan jalan https://t.co/dtP1j9oEVP,The impact of the accident on the Ciherang bridge before the Kang gas station... container trucks covered almost part of the road https://t.co/dtP1j9oEVP
2018-01-01 23:06:26+00:00,947967279903281152,kecelakaan km 102 tol purbaleunyi mohon dibantu pak @TMCPoldaMetro https://t.co/Dys9ujLEtu,accident km 102 Purbaleunyi toll road please help sir @TMCPoldaMetro https://t.co/Dys9ujLEtu
2018-01-01 23:06:57+00:00,947967409381617664,[05:50] #BANDUNG #KECELAKAAN Jl Rancaekek (depan Daihatsu) #Elshinta,[05:50] #BANDUNG #ACCIDENT Jl Rancaekek (in front of Daihatsu) #Elshinta
2018-01-01 23:10:55+00:00,947968408980615168,"@ElshintaDotCom @PTJASAMARGA  Kecelakaan di cipularang arah bandung KM 102, belum ada petugas https://t.co/dRR2Rl3cS5","@ElshintaDotCom @PTJASAMARGA Accident at Cipularang towards Bandung KM 102, no officers yet https://t.co/dRR2Rl3cS5"
2018-01-01 23:12:42+00:00,947968858320642048,"Terjadi kecelakaan di KM 34 Tol Cikampek arah Jakarta, lalin tersendat @TMCPoldaMetro https://t.co/j18CfI3FN3","An accident occurred at KM 34 of the Cikampek Toll Road towards Jakarta, traffic was blocked @TMCPoldaMetro https://t.co/j18CfI3FN3"
2018-01-01 23:12:43+00:00,947968862019993600,LUCU Kecelakaan Yang Paling Ajaib Sepanjang Masa  https://t.co/kDrSgsnSLX,FUNNY The Most Miraculous Accidents of All Time https://t.co/kDrSgsnSLX
2018-01-01 23:15:52+00:00,947969653015539712,# Kakorlantas: Ada Tabrakan Bus dengan Mobil di Tol Cikampek Km 56 - Kakorlantas Polri Irjen Royke Lumowa menyebut ada beberapa korban luka akibat kecelakaan di tol Cikampek. https://t.co/DdHNXDsO4Z,# Kakorlantas: There was a collision between a bus and a car on the Cikampek toll road Km 56 - Kakorlantas Polri Inspector General Royke Lumowa said there were several injured victims as a result of the accident on the Cikampek toll road. https://t.co/DdHNXDsO4Z
2018-01-01 23:18:03+00:00,947970201965838336,"Ada kecelakaan kemarin, seorang wanita tewas. Ternyata, kecelakaan tersebut merupakan perampokan yang sengaja... https://t.co/uq2qQM57L1","There was an accident yesterday, a woman died. It turns out that the accident was a deliberate robbery... https://t.co/uq2qQM57L1"
2018-01-01 23:19:41+00:00,947970615746609153,"@iebenn Pagi sahabat. Untuk BPJS Ketenagakerjaan dan BPJS Kesehatan berbeda layanan. Untuk BPJS Ketenagakerjaan memiliki 4 program yaitu Jaminan Hari Tua, Jaminan Pensiun, Jaminan Kematian dan Jaminan Kecelakaan Kerja. -Lili","@iebenn Morning friends. BPJS Employment and BPJS Health have different services. BPJS Employment has 4 programs, namely Old Age Security, Pension Security, Death Insurance and Work Accident Insurance. -Lily"
2018-01-01 23:23:15+00:00,947971511582904321,"Kecelakaan di Indrapuri, Korban Mahasiswi Asal Aceh Tamiang ... - Serambi Indonesia"" https://t.co/OPvTd5GeTu","Accident in Indrapuri, Victim of Student from Aceh Tamiang... - Serambi Indonesia"" https://t.co/OPvTd5GeTu"
2018-01-01 23:26:06+00:00,947972228922204160,Kecelakaan Maut di Tahun Baru 2018: https://t.co/cTaT4iPmke melalui @YouTube,Deadly Accident in New Year 2018: https://t.co/cTaT4iPmke via @YouTube
2018-01-01 23:31:11+00:00,947973506473402369,Kakorlantas Polri Irjen Royke Lumowa mengatakan arus lalu lintas selama libur Natal dan Tahun Baru 2018 dapat terkendali. Royke juga menyebut jumlah kecelakaan lalu lintas menurun 30 persen.,Kakorlantas Polri Inspector General Royke Lumowa said traffic flow during the 2018 Christmas and New Year holidays could be controlled. Royke also said that the number of traffic accidents had decreased by 30 percent.
2018-01-01 23:34:25+00:00,947974321334620160,Jasa Raharja Menjamin Korban Kecelakaan Speedboat Anugrah: https://t.co/UNLRhwUlyj // Tarakan- Jasa… https://t.co/uIhxDNupiC,Jasa Raharja Guarantees Anugrah Speedboat Accident Victims: https://t.co/UNLRhwUlyj // Tarakan- Jasa… https://t.co/uIhxDNupiC
2018-01-01 23:38:56+00:00,947975457508429824,kecelakaan,accident
2018-01-01 23:42:49+00:00,947976434387181568,"Libur Natal dan Tahun Baru, 13 Kecelakaan Laut Terjadi di Sukabumi | Pikiran Rakyat https://t.co/fLM9VDr784 via @pikiran_rakyat","Christmas and New Year Holidays, 13 Maritime Accidents Occur in Sukabumi | Thoughts of the People https://t.co/fLM9VDr784 via @jiwaan_rakyat"
2018-01-01 23:46:02+00:00,947977244596584448,"Pacaran itu seperti tabung gas, orang tahu kalo itu bahaya, tapi tetep aja laku, giliran ‘kecelakaan’, nyalahin rame-rame.","Dating is like a gas cylinder, people know that it's dangerous, but they still don't do it, it's their turn to have an 'accident', everyone blames them."
2018-01-01 23:53:46+00:00,947979192188125184,Kecelakaan Pesawat di Costa Rica Tewaskan 12 Orang https://t.co/9QbTx1Mbh2,Plane Crash in Costa Rica Kills 12 People https://t.co/9QbTx1Mbh2
2018-01-01 23:56:27+00:00,947979865738960897,16 RadioElshinta 05.50: RT TMCPoldaMetro : Kecelakaan Daihatsu Xenia B 1877 VMF &amp  Pick Up E 8968 VL di Exit Tol Semanggi Jl. Gatot Subroto &amp  msh penanganan Polri. #ElshintaNewYear https://t.co/ffQXalwPe6,16 RadioElshinta 05.50: RT TMCPoldaMetro : Accident of Daihatsu Gatot Subroto & still handling the Police. #ElshintaNewYear https://t.co/ffQXalwPe6
2018-01-02 18:00:00+00:00,948252550901436416,Angka Kecelakaan Selama Operasi Lilin 2017 Diklaim Menurun https://t.co/dgED2vdna6 https://t.co/MrihzwMSnF,Accident Rate During 2017 Candle Operation Claimed to Decrease https://t.co/dgED2vdna6 https://t.co/MrihzwMSnF
2018-01-02 18:06:32+00:00,948254194057797632,"KECELAKAAN TUNGGAL ANGKOT KUTABUMI-KALIDERES-KALIDERES,2018: https://t.co/gyl16mxoEj melalui @YouTube","KUTABUMI-KALIDERES-KALIDERES ANGKOT SINGLE ACCIDENT, 2018: https://t.co/gyl16mxoEj via @YouTube"
2018-01-02 18:08:09+00:00,948254603942027266,"SEPANJANG 2017, TERJADI 35 KASUS KECELAKAAN PELAYARAN https://t.co/H67ltV9bzQ","THROUGHOUT 2017, 35 CASES OF SAILING ACCIDENTS OCCURRED https://t.co/H67ltV9bzQ"
2018-01-02 18:08:23+00:00,948254659470286848,"korban penipuan gak sakit, korban kecelakaan juga biasa,","Fraud victims don't get sick, accident victims are also common,"
2018-01-02 18:35:03+00:00,948261373091266560,"Truk dan Motor Terlibat Kecelakaan di Marunda, 1 Orang Meninggal Dunia https://t.co/Wx9P5SqgtW https://t.co/pU5JqUIPhm","Truck and motorbike involved in accident in Marunda, 1 person dies https://t.co/Wx9P5SqgtW https://t.co/pU5JqUIPhm"
2018-01-02 18:39:44+00:00,948262551657234433,"Kecelakaan Awal Tahun, Angkot Tabrak Tiang Telkom https://t.co/yK0Zjc2JYF lewat @Gamalamanews.com","Early Year Accident, Angkot Hits Telkom Pole https://t.co/yK0Zjc2JYF via @Gamalamanews.com"
2018-01-02 18:50:22+00:00,948265224720728065,"Remaja Ini Sempat Dikira Korban Kecelakaan, Foto Selanjutnya Bikin Netter Kesal https://t.co/cn4ssTmpor #LINETODAY","This teenager was thought to be an accident victim, the next photo makes netizens upset https://t.co/cn4ssTmpor #LINETODAY"
2018-01-02 18:52:45+00:00,948265826435530752,0252hrs- Amalan mengekori terlalu rapat kenderaan di hadapan boleh mengundang kecelakaan. Sila awasi jarak selamat kenderaan anda.#kltu,0252hrs- The practice of following the vehicle in front too closely can lead to accidents. Please monitor your vehicle's safe distance. #kltu
2018-01-02 19:11:42+00:00,948270592980946944,Video LUCU Kecelakaan Yg Sangat Koplak  https://t.co/brY0bJsQQK,FUNNY Video of a Very Hilarious Accident https://t.co/brY0bJsQQK
2018-01-02 19:20:28+00:00,948272800833224704,New post (Bus Limbersa Rombongan Wistawan Palembang Kecelakaan di Yogyakarta) has been published on Berita ... - https://t.co/GU33N5iFcO https://t.co/pABaKd75mj,New post (Limbersa Bus of Palembang Tourist Group Accident in Yogyakarta) has been published on Berita ... - https://t.co/GU33N5iFcO https://t.co/pABaKd75mj
2018-01-02 19:47:17+00:00,948279548352827392,"Kecelakaan Maut Jupiter MX Adu Kambing dengan Suzuki FU, Tewaskan Empat Orang, Begini Kronologinya - Pos Belitung https://t.co/Vo7rEURlfu - #MotoCross #MXCompetition","Deadly Accident of Jupiter MX Goat Fighting with Suzuki FU, Kills Four People, Here's the Chronology - Pos Belitung https://t.co/Vo7rEURlfu - #MotoCross #MXCompetition"
2018-01-02 20:12:13+00:00,948285825317416960,LUCU Kecelakaan Yang Paling Ajaib Sepanjang Masa  https://t.co/kDrSgsnSLX,FUNNY The Most Miraculous Accidents of All Time https://t.co/kDrSgsnSLX
2018-01-02 20:12:19+00:00,948285850600681472,LUCU Kecelakaan Yang Paling Ajaib Sepanjang Masa  https://t.co/uVGgOjrNgX,FUNNY The Most Miraculous Accidents of All Time https://t.co/uVGgOjrNgX
2018-01-02 20:15:47+00:00,948286723145965569,"18.korban kecelakaan bus1 mati, 2 luka parah, 3 luka ringan, 4 sehat, 5 sempurna..","18. Bus accident victims: 1 dead, 2 seriously injured, 3 slightly injured, 4 healthy, 5 perfect..."
2018-01-02 20:22:16+00:00,948288351722975232,04 Metro_TV Angka Kecelakaan Selama Operasi Lilin 2017 Diklaim Menurun https://t.co/4Z5KmSBmmS https://t.co/xlK35BywjV,04 Metro_TV Accident Rate During 2017 Candle Operation Claimed to Decrease https://t.co/4Z5KmSBmmS https://t.co/xlK35BywjV
2018-01-02 20:41:41+00:00,948293240427446272,LUCU Kecelakaan Yang Paling Ajaib Sepanjang Masa  https://t.co/d3fjO6u86n,FUNNY The Most Miraculous Accidents of All Time https://t.co/d3fjO6u86n
2018-01-02 20:49:00+00:00,948295080690905088,Lebih banyak orang tewas setiap tahun oleh keledai daripada mati dalam kecelakaan udara.,More people are killed each year by donkeys than die in air crashes.
2018-01-02 21:01:54+00:00,948298327279394816,LUCU Kecelakaan Yang Paling Ajaib Sepanjang Masa  https://t.co/DA2QlTXqo3,FUNNY The Most Miraculous Accidents of All Time https://t.co/DA2QlTXqo3
2018-01-02 21:02:03+00:00,948298364898062336,"Kecelakaan,pembunuhan,perampokan ada di sekitarkita.. Haruskah Kita TAKUT?hub 082312105777 Pin BB 5C5C8D3C https://t.co/YhrCdDS9Fw","Accidents, murders, robberies are all around us.. Should we be AFRAID? hub 082312105777 Pin BB 5C5C8D3C https://t.co/YhrCdDS9Fw"
2018-01-02 21:06:09+00:00,948299396021551104,"Korban kecelakaan bus, 1 mati, 2 luka parah, 3 luka ringan, 4 sehat, 5 sempurna...","Bus accident victims, 1 dead, 2 seriously injured, 3 slightly injured, 4 healthy, 5 perfect..."
2018-01-02 21:09:47+00:00,948300311344508928,Tekan Angka Kecelakaan Patroli 902 Polsek Tenggilis Mejoyo Laksanakan Pengaturan https://t.co/Brk0qsN8Fj,Suppress the Number of Patrol Accidents 902 Tenggilis Mejoyo Police Carry Out Arrangements https://t.co/Brk0qsN8Fj
2018-01-02 21:24:09+00:00,948303926385889285,Saya nolongin orang yg kecelakaan ga mengharapkan imbalan apapun.. Saya ikhlas melakukanya... Ikhlas ridho karna... https://t.co/izeUIDFjdG,I help people who have accidents without expecting anything in return.. I sincerely do it... I am sincerely pleased because... https://t.co/izeUIDFjdG
2018-01-02 21:24:18+00:00,948303963442630656,"Tangani Korban Kecelakaan, Kapolsub Sektor Palem Semi Humanis: https://t.co/FA3wk7io3w melalui @YouTube","Handling Accident Victims, Palem Sub Sector Police Chief is Semi Humanist: https://t.co/FA3wk7io3w via @YouTube"
2018-01-02 21:24:36+00:00,948304040005287939,"Terhindar dri semua bahaya,kecelakaan n kejahatan-Ikuti Pembangkitan Energi Haq dri dlm diri sendiri-Praktis n mudah hanya 2 jam saja..","Avoid all dangers, accidents and crimes - Follow the Haq Energy Generation from within yourself - Practical and easy in just 2 hours..."
2018-01-02 21:33:12+00:00,948306205839167488,10 detikcom Kecelakaan Pesawat di Costa Rica Tewaskan 10 Warga AS https://t.co/ibKkNU9hWQ via detik_tv,10 detikcom Plane Crash in Costa Rica Kills 10 US Citizens https://t.co/ibKkNU9hWQ via detik_tv
2018-01-02 21:49:31+00:00,948310308958781440,Sukses bukan kebetulan. Gagal bukan kecelakaan. Semua ada polanya.,Success is not a coincidence. Failure is not an accident. Everything has a pattern.
2018-01-02 21:51:53+00:00,948310906869497861,"Ini bukan kecelakaan "" Conan Edogawa","This wasn't an accident"" Conan Edogawa"
2018-01-02 22:00:55+00:00,948313178919772160,"29. Selamat dari bahaya kecelakaan,ancaman pembunuhan, serta bentuk2 kejahatan yang tiba2 menghadang?https://t.co/em19bJEAXF","29. Safe from the dangers of accidents, threats of murder, and other forms of crime that suddenly come your way? https://t.co/em19bJEAXF"
2018-01-02 22:06:25+00:00,948314564394971136,Mobil Polish vs Ertiga || Kecelakaan: https://t.co/FFqdiJ8IRe via @YouTube,Polish Car vs Ertiga || Accident: https://t.co/FFqdiJ8IRe via @YouTube
2018-01-02 22:20:04+00:00,948317997789319168,"Dan kecelakaan besarlah bagi orang-orang yang mempersekutukan-Nya,   (yaitu) orang-orang yang tidak menunaikan zakat dan mereka kafir akan adanya (kehidupan) akhirat. ―QS. Fussilat [41] 6-7  #quran","And a great disaster will be for those who associate partners with Him, (namely) those who do not pay zakat and they disbelieve in the existence of the afterlife. ―QS. Fussilat [41] 6-7 #quran"
2018-01-02 22:23:14+00:00,948318794413322240,"@jokowi Semoga angkutan umum lainnya seperti bus bisa seperti kereta api,alangkah indahnya semua naik angkutan umum yg mengurangi kecelakaan dan begal dan membudayakan jalan kaki sehat dalam ber aktifitas,dalam indonesia sehat","@Jokowi Hopefully other public transportation such as buses can be like trains, how wonderful it would be for everyone to ride public transportation which reduces accidents and robberies and promotes a culture of healthy walking in activities, in a healthy Indonesia"
2018-01-02 22:30:24+00:00,948320599130058752,Setiap Tahun Ada Sekitar 25ribu Kematian Akibat Kecelakaan Yang Berhubungan Dengan Gangguan Tidur Di Amerika Serikat,Every year there are approximately 25 thousand deaths due to accidents related to sleep disorders in the United States
2018-01-02 22:31:38+00:00,948320909202309120,Korban Kecelakaan Odong-odong Akhirnya Tewas https://t.co/6uIG2zEgad,Odong-odong Accident Victim Finally Dies https://t.co/6uIG2zEgad
2018-01-02 22:34:45+00:00,948321695378546688,"Untuk mengurangi angka kecelakaan balap moto GP, pihak panitia membuat polisi tidur di setiap lintasan.","To reduce the number of Moto GP racing accidents, the committee installed speed bumps on each track."
2018-01-02 22:39:57+00:00,948323004278124544,"Setelah 3 hari diam, akhirnya bbm-an lg, dgn alasan super bokis. Bus masuk jurang, kecelakaan dan lain2. Doi lupa, berita apapun bakal tersebar di medsos, ada rekam digital... dan ga ada bus masuk jurang malam tgl 30 Des kemaren","After 3 days of silence, finally BBM again, with super good reasons. The bus went into a ravine, had an accident and so on. Don't forget, any news will spread on social media, there are digital records... and there were no buses entering the ravine on the night of December 30 yesterday"
2018-01-02 22:43:02+00:00,948323778852892672,"TAHUN 2017, ANGKA KECELAKAAN DI MAROS MENINGKAT INI JUMLAHNYA https://t.co/vsqHTp3mpC https://t.co/XmPt2Anz6U","IN 2017, THE NUMBER OF ACCIDENTS IN MAROS INCREASED THIS AMOUNT https://t.co/vsqHTp3mpC https://t.co/XmPt2Anz6U"
2018-01-02 23:05:19+00:00,948329386712772608,Bagi orangtua agar berikan pengertian pada Putra Putri Anda yg msh blm cukup umur ttg Bahaya Kecelakaan bila berkendara blm pada waktunya.,For parents to give understanding to your sons and daughters who are not yet old enough about the dangers of accidents if they don't drive at the right time.
2018-01-02 23:05:43+00:00,948329488231776256,"Melihat Kecelakaan, Kendaraan Mogok. Hub Info Tol &amp  Bantuan tol_mms.WA 081311581445 https://t.co/IdvCnRFCJk","Seeing Accidents, Vehicles Breaking Down. Toll Info Hub & Help tol_mms.WA 081311581445 https://t.co/IdvCnRFCJk"
2018-01-02 23:10:51+00:00,948330779435704320,"Warna mobil yang paling aman adalah putih, sedangkn mobil berwarna hitam memiliki risiko 12% lebih tinggi utk terjadinya kecelakaan. [MUARC]","The safest car color is white, while black cars have a 12% higher risk of accidents. [MUARC]"
2018-01-02 23:15:02+00:00,948331833569239040,Kecelakaan truk di saradan: https://t.co/7f77YN2SgQ melalui @YouTube,Truck accident on skidwheel: https://t.co/7f77YN2SgQ via @YouTube
2018-01-02 23:20:19+00:00,948333162127593472,"https://t.co/18q5w1w4Qa :  Kecelakaan Maut di Italia, Enam Orang Tewas Terpanggang: Kecelakaan maut… https://t.co/lyOlhtaOc5","https://t.co/18q5w1w4Qa: Deadly accident in Italy, six people roasted to death: Deadly accident… https://t.co/lyOlhtaOc5"
2018-01-02 23:22:19+00:00,948333665104183296,"Mengurangi Angka Kecelakaan Balap Moto GP, Pihak Panitia Membuat Polisi Tidur di Setiap Lintasan","Reducing the number of Moto GP racing accidents, the committee makes speed bumps on every track"
2018-01-02 23:23:37+00:00,948333993690214400,Angka kecelakaan di Singkawang turun https://t.co/YqemSjSpoH https://t.co/oTi6Lk8w6t,Accident rate in Singkawang drops https://t.co/YqemSjSpoH https://t.co/oTi6Lk8w6t
2018-01-02 23:23:38+00:00,948333994721947653,Angka kecelakaan di Singkawang turun https://t.co/iw1BFuPpRb https://t.co/TPV0oOfOVV,Accident rate in Singkawang drops https://t.co/iw1BFuPpRb https://t.co/TPV0oOfOVV
2018-01-02 23:32:09+00:00,948336138325864448,"Angka kecelakaan di Singkawang turun: Kapolres Singkawang, Kalimantan Barat, AKBP Yuri Nurhidayat mengatakan, angka kecelakaan di kota setempat mengalami penurunan cukup drastis. Pada tahun 2016 terjadi sebanyak 71 kasus, sedangkan pada tahun 2017… https://t.co/YqemSjSpoH https://t.co/zbxRVF9Y5F","Accident rate in Singkawang drops: Singkawang Police Chief, West Kalimantan, AKBP Yuri Nurhidayat said that the number of accidents in the local city has decreased quite drastically. In 2016 there were 71 cases, while in 2017... https://t.co/YqemSjSpoH https://t.co/zbxRVF9Y5F"
2018-01-02 23:36:40+00:00,948337275884126209,"06.33 WIB #Tol_Japek Cikarang Timur KM 39 - KM 41 arah Cikampek PADAT, kepadatan volume lalu lintas. Karawang Barat KM 45 - KM 48+200 arah Cikampek PADAT, dampak ada Evakuasi Muatan Kecelakaan di bahu jalan.","06.33 WIB #Japek East Cikarang Toll KM 39 - KM 41 towards Cikampek CONCENT, traffic volume is dense. West Karawang KM 45 - KM 48+200 in the direction of Cikampek is CONDITIONED, as a result of an accidental cargo evacuation on the shoulder of the road."
2018-01-02 23:45:54+00:00,948339600874852352,"Rasa takut akan kematian adalah yang paling dibenarkan dari semua ketakutan, karena tidak ada risiko kecelakaan bagi seseorang yang sudah mati.","The fear of death is the most justified of all fears, because there is no risk of accident to someone who is already dead."
2018-01-02 23:56:18+00:00,948342215331414016,Assalamu'alaikum wbt PERKONGSIAN 1 HARI 1 HADIS  Zikir Dibaca Pagi dan Petang Menjauhkan Kecelakaan  عَنْ أَبَانَ... https://t.co/X3fllzU4e0,Assalamu'alaikum wbt 1 DAY SHARING 1 HADITH Dhikr Read Morning and Evening Keeps Accidents Away عَنْ أَبَانَ... https://t.co/X3fllzU4e0
2018-01-03 22:39:37+00:00,948685307125354496,"klik https://t.co/HPnyvdtVOP Kecelakaan Mobil di KM 93 Cipali Arah Jakarta, Lalu Lintas Macet","click https://t.co/HPnyvdtVOP Car accident at KM 93 Cipali towards Jakarta, traffic jam"
2018-01-03 22:42:05+00:00,948685927685160961,"Kecelakaan Mobil di KM 93 Cipali Arah Jakarta, Lalu Lintas Macet https://t.co/1zBy0VsAiA","Car accident at KM 93 Cipali towards Jakarta, traffic jam https://t.co/1zBy0VsAiA"
2018-01-03 22:42:21+00:00,948685994898882562,Truk Semen Kecelakaan Jelang Exit Tol Tegal Parang Jakarta https://t.co/eJuyDp5L64,Cement Truck Accident Before Exit of Tegal Parang Jakarta Toll Road https://t.co/eJuyDp5L64
2018-01-03 22:42:30+00:00,948686033964675072,Truk Semen Kecelakaan Jelang Exit Tol Tegal Parang Jakarta: Sebuah Truk bermuatan semen… https://t.co/YcpPKIdZaf,Cement Truck Accident Before Exit of Tegal Parang Jakarta Toll Road: A truck loaded with cement... https://t.co/YcpPKIdZaf
2018-01-03 22:42:32+00:00,948686042047111174,"Kecelakaan Mobil di KM 93 Cipali Arah Jakarta, Lalu Lintas Macet: Sebuah Mobil travel… https://t.co/ivDT15uv5Q","Car accident at KM 93 Cipali towards Jakarta, traffic jam: A travel car... https://t.co/ivDT15uv5Q"
2018-01-03 22:42:57+00:00,948686145210208256,https://t.co/18q5w1w4Qa :  Truk Semen Kecelakaan Jelang Exit Tol Tegal Parang Jakarta: Sebuah Truk… https://t.co/nF25JH3uRn,https://t.co/18q5w1w4Qa: Cement Truck Accident Before Exit of Tegal Parang Jakarta Toll Road: A Truck... https://t.co/nF25JH3uRn
2018-01-03 22:42:57+00:00,948686144388108288,"https://t.co/18q5w1w4Qa :  Kecelakaan Mobil di KM 93 Cipali Arah Jakarta, Lalu Lintas Macet: Sebuah… https://t.co/8B3YWxT2XR","https://t.co/18q5w1w4Qa: Car accident at KM 93 Cipali towards Jakarta, traffic jam: A... https://t.co/8B3YWxT2XR"
2018-01-03 22:46:03+00:00,948686924708892672,"Melihat Kecelakaan, Kendaraan Mogok. Hub Info Tol &amp  Bantuan tol_mms.WA 081311581445 https://t.co/WhShPfgQuO","Seeing Accidents, Vehicles Breaking Down. Toll Info Hub & Help tol_mms.WA 081311581445 https://t.co/WhShPfgQuO"
2018-01-03 22:49:03+00:00,948687679008460800,Truk Semen Kecelakaan Jelang Exit Tol Tegal Parang Jakarta,Cement Truck Accident Before Exit of Tegal Parang Jakarta Toll Road
